ID	purchase_date	payment_amount
1003692613	2010-02-19 00:00:00	299.0
1003709696	2010-02-22 00:00:00	800.0
1003711310	2010-02-22 00:00:00	1449.0
1003710657	2010-02-22 00:00:00	1304.1
1003711653	2010-02-22 00:00:00	1449.0
1003712054	2010-02-23 00:00:00	1334.1
1003715673	2010-02-23 00:00:00	299.0
1003719878	2010-02-24 00:00:00	1304.0
1003725965	2010-02-25 00:00:00	2449.0
1003730668	2010-02-26 00:00:00	1249.0
1003743103	2010-03-01 00:00:00	1479.0
1003743274	2010-03-01 00:00:00	375.0
1003748126	2010-03-02 00:00:00	299.0
1003748935	2010-03-02 00:00:00	1875.0
1003749305	2010-03-02 00:00:00	1304.1
1003750783	2010-03-03 00:00:00	1479.0
1003752061	2010-03-03 00:00:00	1304.1
1003752925	2010-03-03 00:00:00	1479.0
1003753039	2010-03-03 00:00:00	299.0
1003757683	2010-03-04 00:00:00	1449.0
1003771653	2010-03-08 00:00:00	1349.0
1003772046	2010-03-08 00:00:00	1449.0
1003773569	2010-03-09 00:00:00	499.0
1003778231	2010-03-10 00:00:00	1449.0
1003779121	2010-03-10 00:00:00	375.0
1003779857	2010-03-10 00:00:00	1329.0
1003780526	2010-03-10 00:00:00	375.0
1003785590	2010-03-11 00:00:00	1349.0
1003789848	2010-03-12 00:00:00	2349.0
1003800278	2010-03-16 00:00:00	1449.0
1003801260	2010-03-16 00:00:00	299.0
1003807101	2010-03-18 00:00:00	299.0
1003810139	2010-03-18 00:00:00	1449.0
1003816217	2010-03-21 00:00:00	1479.0
1003817417	2010-03-21 00:00:00	1329.0
1003818872	2010-03-22 00:00:00	1449.0
1003820952	2010-03-22 00:00:00	1349.0
1003822370	2010-03-22 00:00:00	500.0
1003822422	2010-03-22 00:00:00	1479.0
1003827087	2010-03-23 00:00:00	1449.0
1003830213	2010-03-24 00:00:00	1349.0
1003830672	2010-03-24 00:00:00	2379.0
1003835556	2010-03-25 00:00:00	1479.0
1003838381	2010-03-26 00:00:00	1349.0
1003839363	2010-03-26 00:00:00	299.0
1003848589	2010-03-29 00:00:00	1349.0
1003848935	2010-03-29 00:00:00	1349.0
1003857806	2010-03-31 00:00:00	299.0
1003859311	2010-03-31 00:00:00	1449.0
1003859907	2010-03-31 00:00:00	1349.0
1003860047	2010-03-31 00:00:00	1379.0
1003861016	2010-04-01 00:00:00	1229.0
1003865960	2010-04-02 00:00:00	1349.0
1003870497	2010-04-05 00:00:00	299.0
1003871883	2010-04-05 00:00:00	599.0
1003876464	2010-04-06 00:00:00	529.0
1003878666	2010-04-07 00:00:00	299.0
1003879208	2010-04-07 00:00:00	299.0
1003879612	2010-04-07 00:00:00	299.0
1003884231	2010-04-08 00:00:00	1449.0
1003885003	2010-04-09 00:00:00	1449.0
1003887070	2010-04-09 00:00:00	1449.0
1003889072	2010-04-11 00:00:00	1349.0
1003893335	2010-04-12 00:00:00	299.0
1003893458	2010-04-12 00:00:00	299.0
1003893716	2010-04-12 00:00:00	1329.0
1003888496	2010-04-12 00:00:00	1199.1
1003896150	2010-04-13 00:00:00	1449.0
1003896653	2010-04-13 00:00:00	1349.0
1003897886	2010-04-13 00:00:00	1249.0
1003903341	2010-04-15 00:00:00	1449.0
1003903686	2010-04-15 00:00:00	1449.0
1003904829	2010-04-16 00:00:00	1449.0
1003906191	2010-04-16 00:00:00	1449.0
1003906225	2010-04-16 00:00:00	1249.0
1003907719	2010-04-17 00:00:00	1449.0
1003908795	2010-04-18 00:00:00	199.0
1003909371	2010-04-19 00:00:00	1449.0
1003910394	2010-04-19 00:00:00	1449.0
1003911036	2010-04-19 00:00:00	849.0
1003911942	2010-04-19 00:00:00	1249.0
1003912984	2010-04-19 00:00:00	1299.0
1003922309	2010-04-21 00:00:00	1304.1
1003924691	2010-04-22 00:00:00	1449.0
1003925653	2010-04-23 00:00:00	1479.0
1003934134	2010-04-26 00:00:00	500.0
1003934503	2010-04-26 00:00:00	1304.0
1003941716	2010-04-28 00:00:00	1449.0
1003943754	2010-04-28 00:00:00	1329.0
1003948263	2010-04-29 00:00:00	1479.0
1003951158	2010-04-30 00:00:00	1394.0
1003966394	2010-05-01 00:00:00	1329.0
1003966401	2010-05-01 00:00:00	199.0
1003971821	2010-05-03 00:00:00	1449.0
1003973219	2010-05-04 00:00:00	1304.0
1003974634	2010-05-04 00:00:00	1249.0
1003974678	2010-05-04 00:00:00	499.0
1003975884	2010-05-05 00:00:00	1449.0
1003976277	2010-05-05 00:00:00	339.0
1003977998	2010-05-05 00:00:00	299.0
1003979328	2010-05-05 00:00:00	1299.0
1003982226	2010-05-07 00:00:00	299.0
1003982466	2010-05-07 00:00:00	1449.0
1003983743	2010-05-07 00:00:00	1479.0
1003984712	2010-05-08 00:00:00	1299.0
1003988288	2010-05-10 00:00:00	1249.0
1003988467	2010-05-10 00:00:00	299.0
1003990198	2010-05-10 00:00:00	1299.0
1003990568	2010-05-10 00:00:00	1449.0
1003993047	2010-05-11 00:00:00	1449.0
1003995844	2010-05-12 00:00:00	1449.0
1004000179	2010-05-13 00:00:00	3549.0
1004001563	2010-05-13 00:00:00	299.0
1004004040	2010-05-14 00:00:00	299.0
1004004355	2010-05-14 00:00:00	299.0
1004009348	2010-05-17 00:00:00	497.0
1004009682	2010-05-17 00:00:00	439.0
1004010222	2010-05-17 00:00:00	435.0
1004011524	2010-05-17 00:00:00	1334.0
1004011754	2010-05-17 00:00:00	463.0
1004012370	2010-05-18 00:00:00	1449.0
1004014602	2010-05-18 00:00:00	167.0
1004015214	2010-05-18 00:00:00	483.0
1004016887	2010-05-19 00:00:00	483.0
1004016955	2010-05-19 00:00:00	299.0
1004018716	2010-05-19 00:00:00	1299.0
1004019331	2010-05-19 00:00:00	483.0
1004019921	2010-05-20 00:00:00	1449.0
1004023511	2010-05-20 00:00:00	483.0
1004025909	2010-05-21 00:00:00	1304.0
1004026778	2010-05-21 00:00:00	1449.0
1004028027	2010-05-22 00:00:00	299.0
1004029499	2010-05-23 00:00:00	458.0
1004029687	2010-05-23 00:00:00	199.0
1004030199	2010-05-23 00:00:00	1550.0
1004031743	2010-05-24 00:00:00	1183.0
1004031712	2010-05-24 00:00:00	433.0
1004033949	2010-05-24 00:00:00	433.0
1004037593	2010-05-25 00:00:00	599.0
1004037756	2010-05-25 00:00:00	299.0
1004037988	2010-05-25 00:00:00	465.0
1004038489	2010-05-25 00:00:00	1299.0
1004039798	2010-05-26 00:00:00	1479.0
1004044733	2010-05-27 00:00:00	1449.0
1004046109	2010-05-27 00:00:00	493.0
1004046622	2010-05-27 00:00:00	299.0
1004049901	2010-05-28 00:00:00	450.0
1004053305	2010-05-30 00:00:00	199.0
1004053345	2010-05-30 00:00:00	433.0
1004054840	2010-05-31 00:00:00	599.0
1004054766	2010-05-31 00:00:00	1179.0
1004057126	2010-06-01 00:00:00	299.0
1004057949	2010-06-01 00:00:00	1329.0
1004057976	2010-06-01 00:00:00	299.0
1004058369	2010-06-01 00:00:00	463.0
1004059420	2010-06-01 00:00:00	467.0
1004060580	2010-06-01 00:00:00	433.0
1004060860	2010-06-01 00:00:00	1399.0
1004060963	2010-06-01 00:00:00	463.0
1004060885	2010-06-02 00:00:00	433.0
1004062799	2010-06-02 00:00:00	1304.0
1004063975	2010-06-02 00:00:00	493.0
1004065557	2010-06-03 00:00:00	599.0
1004066636	2010-06-03 00:00:00	167.0
1004069248	2010-06-04 00:00:00	299.0
1004074738	2010-06-06 00:00:00	513.0
1004075774	2010-06-07 00:00:00	1449.0
1004086955	2010-06-09 00:00:00	463.0
1004094729	2010-06-12 00:00:00	329.0
1004104372	2010-06-15 00:00:00	250.0
1004081428	2010-06-08 00:00:00	1449.0
1004096593	2010-06-13 00:00:00	1329.0
1004106245	2010-06-16 00:00:00	1159.0
1004102383	2010-06-15 00:00:00	299.0
1004096753	2010-06-13 00:00:00	767.0
1004106361	2010-06-17 00:00:00	1329.0
1004111157	2010-06-17 00:00:00	1249.0
1004114850	2010-06-19 00:00:00	199.0
1004100970	2010-06-15 00:00:00	434.0
1004118529	2010-06-21 00:00:00	1449.0
1004095031	2010-06-14 00:00:00	1329.0
1004115819	2010-06-19 00:00:00	483.0
1004128747	2010-06-22 00:00:00	435.0
1004133225	2010-06-23 00:00:00	1449.0
1004134975	2010-06-24 00:00:00	1449.0
1004143369	2010-06-27 00:00:00	1449.0
1004126634	2010-06-21 00:00:00	508.0
1004128807	2010-06-22 00:00:00	1299.0
1004150461	2010-06-29 00:00:00	483.0
1004126039	2010-06-21 00:00:00	1449.0
1004149099	2010-06-29 00:00:00	1059.0
1004154850	2010-06-30 00:00:00	1329.0
1004150695	2010-06-29 00:00:00	483.0
1004152921	2010-06-30 00:00:00	433.0
1004129163	2010-06-22 00:00:00	299.0
1004147583	2010-06-28 00:00:00	197.0
1004157303	2010-07-01 00:00:00	483.0
1004193093	2010-07-13 00:00:00	1304.0
1004158046	2010-07-01 00:00:00	1224.0
1004191382	2010-07-13 00:00:00	1449.0
1004159768	2010-07-01 00:00:00	1449.0
1004148425	2010-06-29 00:00:00	1549.0
1004136634	2010-06-24 00:00:00	1449.0
1004144847	2010-06-28 00:00:00	849.0
1004139265	2010-06-25 00:00:00	1489.0
1004138102	2010-06-25 00:00:00	483.0
1004191250	2010-07-13 00:00:00	513.0
1004179966	2010-07-09 00:00:00	417.0
1004170036	2010-07-06 00:00:00	1159.0
1004176273	2010-07-08 00:00:00	1000.0
1004175367	2010-07-08 00:00:00	1349.0
1004180338	2010-07-09 00:00:00	499.0
1004168572	2010-07-06 00:00:00	817.0
1004179158	2010-07-09 00:00:00	483.0
1004188429	2010-07-12 00:00:00	483.0
1004183881	2010-07-11 00:00:00	483.0
1004177362	2010-07-08 00:00:00	1169.0
1004172250	2010-07-07 00:00:00	1449.0
1004186116	2010-07-12 00:00:00	299.0
1004188594	2010-07-12 00:00:00	817.0
1004195202	2010-07-14 00:00:00	299.0
1004202247	2010-07-16 00:00:00	1549.0
1004193838	2010-07-13 00:00:00	483.0
1004480398	2010-07-27 00:00:00	101.0
1004450399	2010-07-26 00:00:00	477.0
1004202484	2010-07-16 00:00:00	431.1
1004390301	2010-07-25 00:00:00	513.0
1004194279	2010-07-14 00:00:00	463.0
1004197903	2010-07-15 00:00:00	1479.0
1004420801	2010-07-26 00:00:00	483.0
1004510984	2010-07-27 00:00:00	1479.0
1004249010	2010-07-18 00:00:00	513.0
1004274578	2010-07-20 00:00:00	1449.0
1004309076	2010-07-21 00:00:00	483.0
1004296255	2010-07-20 00:00:00	200.0
1004338200	2010-07-22 00:00:00	299.0
1004327953	2010-07-21 00:00:00	1479.0
1004342629	2010-07-22 00:00:00	299.0
1004301423	2010-07-20 00:00:00	599.0
1005003397	2010-08-02 00:00:00	1449.0
1004652798	2010-07-29 00:00:00	483.0
1005065525	2010-08-03 00:00:00	199.0
1004716707	2010-07-30 00:00:00	483.0
1004812609	2010-08-01 00:00:00	199.0
1006497028	2010-08-19 00:00:00	199.0
1008866199	2010-08-31 00:00:00	247.0
1009464397	2010-09-02 00:00:00	329.0
1005566598	2010-08-08 00:00:00	679.0
1010487602	2010-09-08 00:00:00	450.0
1008349400	2010-08-30 00:00:00	247.0
1009592597	2010-09-03 00:00:00	1379.0
1008426405	2010-08-30 00:00:00	149.0
1009456402	2010-09-02 00:00:00	217.0
1005265997	2010-08-05 00:00:00	1549.0
1010262598	2010-09-07 00:00:00	481.0
1011231606	2010-09-12 00:00:00	1379.0
1009884801	2010-09-05 00:00:00	1349.0
1005536801	2010-08-08 00:00:00	547.0
1006216197	2010-08-12 00:00:00	517.0
1008911998	2010-08-31 00:00:00	1399.0
1008891597	2010-08-31 00:00:00	749.0
1012011000	2010-09-16 00:00:00	479.0
1006486214	2010-08-18 00:00:00	537.0
1006518598	2010-08-20 00:00:00	649.0
1009978798	2010-09-07 00:00:00	1379.0
1011221997	2010-09-12 00:00:00	799.0
1012192599	2010-09-16 00:00:00	299.0
1010143597	2010-09-07 00:00:00	481.0
1009933411	2010-09-06 00:00:00	679.0
1010353997	2010-09-08 00:00:00	299.0
1006305198	2010-08-12 00:00:00	500.0
1008088397	2010-08-27 00:00:00	750.0
1005993197	2010-08-10 00:00:00	101.0
1008179997	2010-08-28 00:00:00	449.0
1007699998	2010-08-26 00:00:00	299.0
1010945999	2010-09-10 00:00:00	479.0
1010477197	2010-09-08 00:00:00	404.0
1008831397	2010-08-31 00:00:00	1349.0
1007206998	2010-08-24 00:00:00	299.0
1007018403	2010-08-23 00:00:00	451.0
1008011199	2010-08-27 00:00:00	751.0
1011663802	2010-09-14 00:00:00	749.0
1008259398	2010-08-29 00:00:00	1215.0
1007036401	2010-08-23 00:00:00	1039.0
1008872599	2010-08-31 00:00:00	699.0
1009626997	2010-09-03 00:00:00	1349.0
1006163797	2010-08-11 00:00:00	199.0
1011115597	2010-09-11 00:00:00	451.0
1007439999	2010-08-25 00:00:00	1349.0
1009538597	2010-09-03 00:00:00	299.0
1005161658	2010-08-04 00:00:00	749.0
1006655797	2010-08-21 00:00:00	417.0
1006759199	2010-08-22 00:00:00	451.0
1005388207	2010-08-06 00:00:00	517.0
1005456403	2010-08-07 00:00:00	517.0
1010685000	2010-09-09 00:00:00	2249.0
1005849599	2010-08-10 00:00:00	511.1
1007315200	2010-08-24 00:00:00	599.0
1006491278	2010-08-18 00:00:00	450.0
1006494806	2010-08-19 00:00:00	450.0
1011501197	2010-09-13 00:00:00	467.0
1011359599	2010-09-13 00:00:00	1379.0
1005992211	2010-08-10 00:00:00	2449.0
1008111209	2010-08-27 00:00:00	1349.0
1006462598	2010-08-17 00:00:00	449.66
1009640003	2010-09-03 00:00:00	433.0
1005135702	2010-08-03 00:00:00	517.0
1008754397	2010-08-31 00:00:00	451.0
1007502400	2010-08-25 00:00:00	416.0
1005624997	2010-08-09 00:00:00	529.0
1005161240	2010-08-04 00:00:00	517.0
1011144998	2010-09-11 00:00:00	399.0
1007098997	2010-08-23 00:00:00	417.0
1010631600	2010-09-09 00:00:00	679.0
1006441482	2010-08-16 00:00:00	263.0
1006514402	2010-08-20 00:00:00	1117.0
1006420822	2010-08-13 00:00:00	1579.0
1011205199	2010-09-12 00:00:00	1379.0
1011547042	2010-09-14 00:00:00	429.0
1006445633	2010-08-16 00:00:00	679.0
1006422814	2010-08-13 00:00:00	1549.0
1011661998	2010-09-14 00:00:00	216.0
1006426614	2010-08-14 00:00:00	247.0
1010410602	2010-09-08 00:00:00	110.0
1006432401	2010-08-14 00:00:00	467.0
1010455197	2010-09-08 00:00:00	299.0
1007287397	2010-08-24 00:00:00	555.5
1009702801	2010-09-03 00:00:00	481.0
1007094601	2010-08-23 00:00:00	649.0
1007143198	2010-08-24 00:00:00	299.0
1007040197	2010-08-23 00:00:00	199.66
1011246817	2010-09-12 00:00:00	299.0
1007173001	2010-08-24 00:00:00	226.0
1008344407	2010-08-30 00:00:00	1349.0
1010916401	2010-09-10 00:00:00	449.66
1011001198	2010-09-10 00:00:00	453.0
1008984997	2010-09-01 00:00:00	479.0
1011469197	2010-09-13 00:00:00	1379.0
1011674808	2010-09-14 00:00:00	433.0
1012514479	2010-09-21 00:00:00	210.0
1012514954	2010-09-21 00:00:00	584.0
1016023997	2010-10-14 00:00:00	181.0
1013044202	2010-09-28 00:00:00	1349.0
1012420397	2010-09-17 00:00:00	134.0
1013038418	2010-09-27 00:00:00	451.0
1012808398	2010-09-27 00:00:00	217.0
1015839198	2010-10-13 00:00:00	299.0
1012538439	2010-09-24 00:00:00	451.0
1013874003	2010-10-01 00:00:00	333.0
1012703605	2010-09-25 00:00:00	299.0
1014071401	2010-10-03 00:00:00	479.0
1016790598	2010-10-18 00:00:00	220.0
1013885200	2010-10-01 00:00:00	413.0
1014364198	2010-10-05 00:00:00	333.0
1014119798	2010-10-04 00:00:00	481.0
1013093798	2010-09-28 00:00:00	216.0
1013046002	2010-09-28 00:00:00	497.0
1015175599	2010-10-11 00:00:00	479.0
1017005802	2010-10-18 00:00:00	467.0
1017390400	2010-10-20 00:00:00	2449.0
1017074005	2010-10-19 00:00:00	467.0
1012471013	2010-09-17 00:00:00	451.0
1013611798	2010-09-30 00:00:00	299.0
1017142797	2010-10-19 00:00:00	1394.0
1014494997	2010-10-06 00:00:00	116.33
1015271601	2010-10-11 00:00:00	417.0
1012911000	2010-09-27 00:00:00	716.33
1012524798	2010-09-22 00:00:00	200.0
1012499324	2010-09-19 00:00:00	1379.0
1016002197	2010-10-14 00:00:00	1379.0
1015593798	2010-10-12 00:00:00	199.0
1013405197	2010-09-29 00:00:00	649.0
1015364000	2010-10-11 00:00:00	151.0
1015159398	2010-10-10 00:00:00	584.0
1012500816	2010-09-20 00:00:00	199.0
1012503006	2010-09-20 00:00:00	217.0
1014347001	2010-10-05 00:00:00	1349.0
1016445397	2010-10-15 00:00:00	451.0
1012493398	2010-09-18 00:00:00	1959.0
1012532193	2010-09-23 00:00:00	1349.0
1013019801	2010-09-27 00:00:00	479.0
1012503077	2010-09-20 00:00:00	299.0
1012497222	2010-09-19 00:00:00	181.0
1012538612	2010-09-24 00:00:00	479.0
1014196197	2010-10-04 00:00:00	1000.0
1014189411	2010-10-04 00:00:00	133.0
1014265213	2010-10-04 00:00:00	399.0
1016697799	2010-10-17 00:00:00	199.0
1014054997	2010-10-03 00:00:00	233.0
1012493912	2010-09-18 00:00:00	1349.0
1015403797	2010-10-12 00:00:00	524.0
1013640797	2010-09-30 00:00:00	1349.0
1017192000	2010-10-19 00:00:00	199.0
1012986802	2010-09-27 00:00:00	216.0
1015230403	2010-10-11 00:00:00	195.0
1013873799	2010-10-01 00:00:00	333.0
1016281198	2010-10-15 00:00:00	479.0
1012511031	2010-09-20 00:00:00	149.0
1013320799	2010-09-29 00:00:00	1349.0
1016297598	2010-10-15 00:00:00	197.0
1015282798	2010-10-11 00:00:00	1483.0
1012499315	2010-09-20 00:00:00	1349.0
1019261599	2010-12-21 00:00:00	479.0
1018098002	2010-10-26 00:00:00	217.0
1018514496	2010-11-29 00:00:00	404.0
1018725647	2010-12-08 00:00:00	1549.0
1018223132	2010-11-03 00:00:00	149.0
1018124661	2010-10-26 00:00:00	216.0
1018684234	2010-12-07 00:00:00	449.0
1019245599	2010-12-21 00:00:00	200.0
1018351461	2010-11-19 00:00:00	166.0
1019040201	2010-12-17 00:00:00	1399.0
1019242434	2010-12-21 00:00:00	181.0
1018774054	2010-12-10 00:00:00	649.0
1019380808	2010-12-24 00:00:00	217.0
1018672890	2010-12-06 00:00:00	199.0
1018180202	2010-10-27 00:00:00	299.0
1018192180	2010-10-27 00:00:00	1399.0
1018666674	2010-12-06 00:00:00	191.0
1017670803	2010-10-21 00:00:00	533.0
1018546060	2010-11-30 00:00:00	479.0
1018224456	2010-11-03 00:00:00	404.0
1018291220	2010-11-15 00:00:00	1549.0
1018651469	2010-12-05 00:00:00	517.0
1018391406	2010-11-23 00:00:00	517.0
1018278236	2010-11-13 00:00:00	1474.0
1018536290	2010-11-30 00:00:00	149.0
1018207243	2010-11-01 00:00:00	199.0
1018287037	2010-11-15 00:00:00	479.0
1018501270	2010-11-29 00:00:00	451.0
1018242648	2010-11-08 00:00:00	299.0
1018250216	2010-11-10 00:00:00	517.0
1017770803	2010-10-22 00:00:00	404.0
1018753400	2010-12-10 00:00:00	479.0
1018204620	2010-10-31 00:00:00	199.0
1018508465	2010-11-29 00:00:00	451.0
1019026632	2010-12-17 00:00:00	516.33
1018240268	2010-11-08 00:00:00	517.0
1018215151	2010-11-02 00:00:00	247.0
1018242469	2010-11-08 00:00:00	399.0
1018233000	2010-11-05 00:00:00	547.0
1018991844	2010-12-16 00:00:00	149.0
1018361148	2010-11-21 00:00:00	517.0
1018237380	2010-11-06 00:00:00	547.0
1018151693	2010-10-26 00:00:00	181.0
1018077054	2010-10-25 00:00:00	483.0
1019032613	2010-12-17 00:00:00	517.0
1018223436	2010-11-03 00:00:00	584.0
1018465912	2010-11-24 00:00:00	479.0
1018934851	2010-12-14 00:00:00	734.0
1018479204	2010-11-27 00:00:00	1349.0
1018893049	2010-12-13 00:00:00	1399.0
1018234635	2010-11-05 00:00:00	2449.0
1018510661	2010-11-29 00:00:00	133.0
1018214841	2010-11-02 00:00:00	739.0
1018493012	2010-11-28 00:00:00	479.0
1019004402	2010-12-16 00:00:00	467.0
1018242033	2010-11-08 00:00:00	479.0
1018242316	2010-11-08 00:00:00	200.0
1018226203	2010-11-04 00:00:00	181.0
1019464201	2010-12-27 00:00:00	1549.0
1018225808	2010-11-03 00:00:00	1394.0
1018222508	2010-11-03 00:00:00	679.0
1018226157	2010-11-03 00:00:00	181.0
1018537217	2010-11-30 00:00:00	1549.0
1018360668	2010-11-20 00:00:00	649.0
1019027256	2010-12-17 00:00:00	135.0
1018278349	2010-11-13 00:00:00	517.0
1019118400	2010-12-19 00:00:00	1549.0
1018225604	2010-11-03 00:00:00	181.0
1018077928	2010-10-25 00:00:00	226.0
1018234206	2010-11-05 00:00:00	450.0
1018253096	2010-11-10 00:00:00	135.0
1019092473	2010-12-18 00:00:00	181.0
1018364223	2010-11-21 00:00:00	199.0
1018545211	2010-11-30 00:00:00	1399.0
1019008747	2010-12-16 00:00:00	449.0
1018245512	2010-11-09 00:00:00	181.0
1017777197	2010-10-22 00:00:00	849.0
1018242122	2010-11-08 00:00:00	247.0
1018127947	2010-10-26 00:00:00	149.0
1018742107	2010-12-09 00:00:00	181.0
1018742016	2010-12-09 00:00:00	181.0
1018672946	2010-12-06 00:00:00	181.0
1017643399	2010-10-21 00:00:00	817.0
1018222767	2010-11-03 00:00:00	679.0
1018478978	2010-11-26 00:00:00	217.0
1018311735	2010-11-17 00:00:00	1549.0
1018268709	2010-11-12 00:00:00	1549.0
1018777004	2010-12-10 00:00:00	404.0
1018740807	2010-12-09 00:00:00	517.0
1018728633	2010-12-08 00:00:00	3549.0
1018862733	2010-12-12 00:00:00	181.0
1021223415	2011-01-27 00:00:00	517.0
1020234025	2011-01-09 00:00:00	547.0
1021335068	2011-01-31 00:00:00	464.0
1019944599	2010-12-30 00:00:00	517.0
1020032799	2010-12-31 00:00:00	1549.0
1019614801	2010-12-28 00:00:00	649.0
1020091605	2011-01-03 00:00:00	516.0
1021335113	2011-01-31 00:00:00	129.0
1020265669	2011-01-11 00:00:00	547.0
1021368139	2011-02-03 00:00:00	199.0
1020647401	2011-01-17 00:00:00	516.0
1021081247	2011-01-23 00:00:00	1629.0
1021168014	2011-01-25 00:00:00	1549.0
1020911728	2011-01-19 00:00:00	195.0
1021326057	2011-01-31 00:00:00	527.0
1021237345	2011-01-28 00:00:00	1579.0
1020175229	2011-01-05 00:00:00	1549.0
1021299529	2011-01-29 00:00:00	163.0
1021300012	2011-01-29 00:00:00	517.0
1020986687	2011-01-21 00:00:00	625.0
1020173007	2011-01-05 00:00:00	199.0
1020679399	2011-01-18 00:00:00	217.0
1020080001	2011-01-03 00:00:00	2449.0
1021079501	2011-01-23 00:00:00	649.0
1020257880	2011-01-10 00:00:00	299.0
1020045801	2011-01-01 00:00:00	479.0
1020047283	2011-01-01 00:00:00	329.0
1021321874	2011-01-31 00:00:00	1449.0
1021160428	2011-01-25 00:00:00	217.0
1019610399	2010-12-28 00:00:00	517.0
1021303465	2011-01-30 00:00:00	524.0
1020275219	2011-01-11 00:00:00	517.0
1021369646	2011-02-03 00:00:00	299.0
1021487251	2011-02-11 00:00:00	1399.0
1021157510	2011-01-25 00:00:00	135.0
1020912318	2011-01-19 00:00:00	1579.0
1020640472	2011-01-17 00:00:00	517.0
1021279204	2011-01-28 00:00:00	1599.0
1020264620	2011-01-10 00:00:00	625.0
1021279077	2011-01-28 00:00:00	467.0
1020555801	2011-01-15 00:00:00	129.0
1021308853	2011-01-31 00:00:00	1549.0
1020639887	2011-01-17 00:00:00	229.0
1020265303	2011-01-10 00:00:00	250.0
